	Feature_1	Feature_2	pval	Correlation	Not_NAs	P_adusted	bh_fdr_threshold
7373	X36	Y73	0.20731794913061824	0.1814333565389112	nan	2.7827912634982312	0.6549299181254638
8783	X43	Y83	0.2076597526615123	-0.18129921259842519	nan	2.7836427970712108	0.6549299181254638
18580	X92	Y80	0.20807099329181925	0.18113802280607522	nan	2.7854215969453713	0.6549299181254638
15783	X78	Y83	0.20816205073547128	0.18110236220472442	nan	2.7829151167843755	0.6549299181254638
15978	X79	Y78	0.20816205073547128	0.18110236220472442	nan	2.7791996092853313	0.6549299181254638
16178	X80	Y78	0.20816205073547128	0.18110236220472442	nan	2.775494009806284	0.6549299181254638
16598	X82	Y98	0.20816205073547128	0.18110236220472442	nan	2.771798278767927	0.6549299181254638
16788	X83	Y88	0.20816205073547128	0.18110236220472442	nan	2.76811237680148	0.6549299181254638
16797	X83	Y97	0.20816205073547128	0.18110236220472442	nan	2.7644362647472946	0.6549299181254638
16983	X84	Y83	0.20816205073547128	0.18110236220472442	nan	2.7607699036534656	0.6549299181254638
17191	X85	Y91	0.20816205073547128	0.18110236220472442	nan	2.7571132547744543	0.6549299181254638
17383	X86	Y83	0.20816205073547128	0.18110236220472442	nan	2.753466279569726	0.6549299181254638
18185	X90	Y85	0.20816205073547128	0.18110236220472442	nan	2.749828939702395	0.6549299181254638
18191	X90	Y91	0.20816205073547128	0.18110236220472442	nan	2.74620119703788	0.6549299181254638
18585	X92	Y85	0.20816205073547128	0.18110236220472442	nan	2.742583013642573	0.6549299181254638
19178	X95	Y78	0.20816205073547128	0.18110236220472442	nan	2.738974351782517	0.6549299181254638
19188	X95	Y88	0.20816205073547128	0.18110236220472442	nan	2.7353751739220935	0.6549299181254638
19197	X95	Y97	0.20816205073547128	0.18110236220472442	nan	2.7317854427227206	0.6549299181254638
19578	X97	Y78	0.20816205073547128	0.18110236220472442	nan	2.7282051210415634	0.6549299181254638
7370	X36	Y70	0.20841351938464092	0.181003937007874	nan	2.7279256463958235	0.6549299181254638
1962	X9	Y62	0.20866520118453488	0.18090551181102363	nan	2.7276496886867303	0.6549299181254638
7541	X37	Y41	0.20866520118453488	0.18090551181102363	nan	2.724088788309855	0.6549299181254638
6960	X34	Y60	0.20895196958180326	0.18079346678443323	nan	2.7242760049778783	0.6549299181254638
3540	X17	Y40	0.2095828383875921	0.18054735534040323	nan	2.728943208171772	0.6549299181254638
9917	X49	Y17	0.20996200010526986	0.18039968847398524	nan	2.7303250988981778	0.6549299181254638
9990	X49	Y90	0.21021504154823434	-0.18030124389637323	nan	2.730065474652394	0.6549299181254638
4942	X24	Y42	0.21034164238004047	0.18025202160756723	nan	2.7281665678345064	0.6549299181254638
3773	X18	Y73	0.21059500429915617	0.18015357702995524	nan	2.727914563460572	0.6549299181254638
7160	X35	Y60	0.21059500429915617	0.18015357702995524	nan	2.724385566612628	0.6549299181254638
19572	X97	Y72	0.2106863357901469	0.18011811023622049	nan	2.7220456820432415	0.6549299181254638
5352	X26	Y52	0.21097544792087844	0.18000591016353726	nan	2.722263844140367	0.6549299181254638
6560	X32	Y60	0.21097544792087844	0.18000591016353726	nan	2.7187557721762685	0.6549299181254638
16399	X81	Y99	0.2111023693540102	0.17995668787473124	nan	2.716890210476322	0.6549299181254638
17199	X85	Y99	0.2111023693540102	0.17995668787473124	nan	2.713398063676224	0.6549299181254638
18787	X93	Y87	0.2111023693540102	0.17995668787473124	nan	2.7099148825931993	0.6549299181254638
19587	X97	Y87	0.2111023693540102	0.17995668787473124	nan	2.7064406327437207	0.6549299181254638
3355	X16	Y55	0.21199231659072088	0.17961213185308925	nan	2.7143702508414966	0.6549299181254638
16987	X84	Y87	0.21211966587917902	0.17956290956428325	nan	2.712527696664693	0.6549299181254638
1341	X6	Y41	0.2121723405128614	0.18143073785493907	nan	2.7097361495895456	0.6549299181254638
6142	X30	Y42	0.2123745250013071	0.17946446498667126	nan	2.7088587372615702	0.6549299181254638
9309	X46	Y9	0.21262959822920627	0.17936602040905927	nan	2.7086573022828824	0.6549299181254638
545	X2	Y45	0.21272114434457923	0.17933070866141732	nan	2.706375882246555	0.6549299181254638
1545	X7	Y45	0.21272114434457923	0.17933070866141732	nan	2.702937031061998	0.6549299181254638
3768	X18	Y68	0.21272114434457923	0.17933070866141732	nan	2.699506907926132	0.6549299181254638
6745	X33	Y45	0.21272114434457923	0.17933070866141732	nan	2.6960854796524614	0.6549299181254638
17189	X85	Y89	0.21304876149621035	0.17920442508481954	nan	2.6968197657748147	0.6549299181254638
18399	X91	Y99	0.21314038721998116	0.17916913125383527	nan	2.6945687385585484	0.6549299181254638
6967	X34	Y67	0.213652033285318	0.17897224209861126	nan	2.6976266828954296	0.6549299181254638
15787	X78	Y87	0.21416453685660405	0.17877535294338728	nan	2.700687728330442	0.6549299181254638
1542	X7	Y42	0.2144211103411216	0.17867690836577527	nan	2.7005177624826397	0.6549299181254638
758	X3	Y58	0.21451284085092848	0.17864173228346455	nan	2.698274727684635	0.6549299181254638
771	X3	Y71	0.21451284085092848	0.17864173228346455	nan	2.694884935313172	0.6549299181254638
6160	X30	Y60	0.21467789836279344	0.17857846378816328	nan	2.6935746344139706	0.6549299181254638
7771	X38	Y71	0.21476965495362943	0.17854330708661417	nan	2.691349059569291	0.6549299181254638
17149	X85	Y49	0.21476965495362943	0.17854330708661417	nan	2.687980662748804	0.6549299181254638
17593	X87	Y93	0.21519211823040127	0.1783815746329393	nan	2.689901477880016	0.6549299181254638
5960	X29	Y60	0.215707196883498	0.1781846854777153	nan	2.692973743863895	0.6549299181254638
7740	X38	Y40	0.215707196883498	0.1781846854777153	nan	2.6896159212406237	0.6549299181254638
4547	X22	Y47	0.2160940697050207	0.1780370186112973	nan	2.6910843051683777	0.6549299181254638
1758	X8	Y58	0.21657336332633084	0.1778543307086614	nan	2.693698548834961	0.6549299181254638
6760	X33	Y60	0.2171280947255487	0.1776432403008493	nan	2.697243412739735	0.6549299181254638
10117	X50	Y17	0.2171280947255487	0.1776432403008493	nan	2.6938969568926634	0.6549299181254638
9790	X48	Y90	0.2173871385723127	-0.1775447957232373	nan	2.693768755542908	0.6549299181254638
5168	X25	Y68	0.21764733141560166	0.17931286931966742	nan	2.6936550917772486	0.6549299181254638
4355	X21	Y55	0.21777610774630038	0.17739712885681932	nan	2.6919172774573594	0.6549299181254638
9311	X46	Y11	0.21777610774630038	0.17739712885681932	nan	2.688593922793832	0.6549299181254638
9319	X46	Y19	0.21777610774630038	0.17739712885681932	nan	2.6852787638261453	0.6549299181254638
10917	X54	Y17	0.21777610774630038	0.17739712885681932	nan	2.6819717702746355	0.6549299181254638
555	X2	Y55	0.21881572673581787	0.1770033505463713	nan	2.691460353454094	0.6549299181254638
4560	X22	Y60	0.21881572673581787	0.1770033505463713	nan	2.6881538911034135	0.6549299181254638
9334	X46	Y34	0.21881572673581787	0.1770033505463713	nan	2.684855542770771	0.6549299181254638
11999	X59	Y99	0.21881572673581787	-0.1770033505463713	nan	2.681565278625219	0.6549299181254638
1974	X9	Y74	0.21890789165460622	0.1769685039370079	nan	2.679411158563112	0.6549299181254638
1975	X9	Y75	0.21890789165460622	0.1769685039370079	nan	2.6761355947995873	0.6549299181254638
3346	X16	Y46	0.21890789165460622	0.1769685039370079	nan	2.6728680299707723	0.6549299181254638
4571	X22	Y71	0.21890789165460622	0.1769685039370079	nan	2.6696084348122713	0.6549299181254638
6171	X30	Y71	0.21890789165460622	0.1769685039370079	nan	2.6663567802022685	0.6549299181254638
7158	X35	Y58	0.21890789165460622	0.1769685039370079	nan	2.66311303716066	0.6549299181254638
7574	X37	Y74	0.21890789165460622	0.1769685039370079	nan	2.6598771768481924	0.6549299181254638
15941	X79	Y41	0.21890789165460622	0.1769685039370079	nan	2.65664917056561	0.6549299181254638
11390	X56	Y90	0.21946723869520604	-0.17675723910234134	nan	2.6602089538812854	0.6549299181254638
9300	X46	Y0	0.21985879246303539	0.17660957223592333	nan	2.6617287223127772	0.6549299181254638
8383	X41	Y83	0.21995105680209154	-0.1765748031496063	nan	2.6596258379938518	0.6549299181254638
3161	X15	Y61	0.22025083138219487	0.17646190536950535	nan	2.6600341954371363	0.6549299181254638
16781	X83	Y81	0.22038161886248317	0.17641268308069935	nan	2.6584031225872518	0.6549299181254638
16981	X84	Y81	0.22038161886248317	0.17641268308069935	nan	2.6552002272588333	0.6549299181254638
17581	X87	Y81	0.22038161886248317	0.17641268308069935	nan	2.6520050404630946	0.6549299181254638
12517	X62	Y17	0.22090530815240064	0.17621579392547534	nan	2.6551118768317385	0.6549299181254638
344	X1	Y44	0.22094813460966864	0.17805389997782478	nan	2.652438590752325	0.6549299181254638
15974	X79	Y74	0.22099767083614702	0.17618110236220472	nan	2.649852168299125	0.6549299181254638
19549	X97	Y49	0.22099767083614702	0.17618110236220472	nan	2.646678692648467	0.6549299181254638
7355	X36	Y55	0.22169246087421765	0.17592046019263935	nan	2.651823694667675	0.6549299181254638
3542	X17	Y42	0.22195527698832648	0.17582201561502736	nan	2.6517954239943426	0.6549299181254638
15517	X77	Y17	0.22195527698832648	0.17582201561502736	nan	2.6486309903141585	0.6549299181254638
3164	X15	Y64	0.22197964188314925	0.17581289320921928	nan	2.6457645039707898	0.6549299181254638
6154	X30	Y54	0.22234990620916822	0.17567434874860935	nan	2.6470226929662886	0.6549299181254638
16379	X81	Y79	0.22238902116171907	0.17565972217105388	nan	2.6443403229693114	0.6549299181254638
4177	X20	Y77	0.22245734836304878	0.17748261256079068	nan	2.6420112632191066	0.6549299181254638
19980	X99	Y80	0.22248155732038682	0.17562512645980335	nan	2.6391643810247545	0.6549299181254638
1745	X8	Y45	0.22283755381820725	0.17549212598425196	nan	2.6402553769929766	0.6549299181254638
3558	X17	Y58	0.22310125823974716	0.17539370078740157	nan	2.6402515768017416	0.6549299181254638
4346	X21	Y46	0.22310125823974716	0.17539370078740157	nan	2.6371307120537493	0.6549299181254638
5549	X27	Y49	0.22310125823974716	0.17539370078740157	nan	2.634017216525941	0.6549299181254638
6770	X33	Y70	0.22310125823974716	0.17539370078740157	nan	2.630911064147962	0.6549299181254638
12189	X60	Y89	0.22357620550838364	-0.17521663430683318	nan	2.633406425304872	0.6549299181254638
2541	X12	Y41	0.22377553364261155	0.17698582858338127	nan	2.6326533369719005	0.6549299181254638
16167	X80	Y67	0.22380104101948167	0.17513290357174338	nan	2.629859471439268	0.6549299181254638
17967	X89	Y67	0.22380104101948167	0.17513290357174338	nan	2.626772781918799	0.6549299181254638
9706	X48	Y6	0.22446281083337236	0.17488679212771338	nan	2.631451475186077	0.6549299181254638
16185	X80	Y85	0.2246880254705749	0.17480314960629922	nan	2.631007324011416	0.6549299181254638
16383	X81	Y83	0.2246880254705749	0.17480314960629922	nan	2.6279301224628644	0.6549299181254638
16988	X84	Y88	0.2246880254705749	0.17480314960629922	nan	2.6248601106375573	0.6549299181254638
17188	X85	Y88	0.2246880254705749	0.17480314960629922	nan	2.6217972633672684	0.6549299181254638
17586	X87	Y86	0.2246880254705749	0.17480314960629922	nan	2.618741555601106	0.6549299181254638
17788	X88	Y88	0.2246880254705749	0.17480314960629922	nan	2.61569296240483	0.6549299181254638
18388	X91	Y88	0.2246880254705749	0.17480314960629922	nan	2.612651458960173	0.6549299181254638
18391	X91	Y91	0.2246880254705749	0.17480314960629922	nan	2.609617020564168	0.6549299181254638
18583	X92	Y83	0.2246880254705749	0.17480314960629922	nan	2.606589622628479	0.6549299181254638
18588	X92	Y88	0.2246880254705749	0.17480314960629922	nan	2.603569240678736	0.6549299181254638
18778	X93	Y78	0.2246880254705749	0.17480314960629922	nan	2.600555850353876	0.6549299181254638
18785	X93	Y85	0.2246880254705749	0.17480314960629922	nan	2.59754942740549	0.6549299181254638
18788	X93	Y88	0.2246880254705749	0.17480314960629922	nan	2.59454994769717	0.6549299181254638
18983	X94	Y83	0.2246880254705749	0.17480314960629922	nan	2.5915573872038626	0.6549299181254638
19183	X95	Y83	0.2246880254705749	0.17480314960629922	nan	2.5885717220112316	0.6549299181254638
19191	X95	Y91	0.2246880254705749	0.17480314960629922	nan	2.585592928315016	0.6549299181254638
19386	X96	Y86	0.2246880254705749	0.17480314960629922	nan	2.582620982420401	0.6549299181254638
15751	X78	Y51	0.22484752778362366	0.17474394708514868	nan	2.5814871157706505	0.6549299181254638
4340	X21	Y40	0.2251259336152519	0.17464068068368338	nan	2.581719422193256	0.6549299181254638
6773	X33	Y73	0.2251259336152519	0.17464068068368338	nan	2.578762126176998	0.6549299181254638
1941	X9	Y41	0.2252186788138599	0.17460629921259843	nan	2.576872755307322	0.6549299181254638
2958	X14	Y58	0.2252186788138599	0.17460629921259843	nan	2.573927757872685	0.6549299181254638
7562	X37	Y62	0.2252186788138599	0.17460629921259843	nan	2.5709894841764833	0.6549299181254638
5158	X25	Y58	0.22530859402556658	0.17641060503059144	nan	2.5690831701889003	0.6549299181254638
11517	X57	Y17	0.22552445701546522	0.1744930138172654	nan	2.56861568354744	0.6549299181254638
19580	X97	Y80	0.22565740647253407	0.1744437915284594	nan	2.567205989448624	0.6549299181254638
19569	X97	Y69	0.22592346790715304	0.17434534695084739	nan	2.5673121353085575	0.6549299181254638
2562	X12	Y62	0.22600783331965069	0.17614913977932334	nan	2.5653556562956945	0.6549299181254638
9789	X48	Y89	0.22636335133216057	-0.17418276262365154	nan	2.566477906260324	0.6549299181254638
17787	X88	Y87	0.22672295279251622	0.1740500132180114	nan	2.5676438594848947	0.6549299181254638
19787	X98	Y87	0.22779196904959106	0.1736562349075634	nan	2.5768322290677723	0.6549299181254638
19793	X98	Y93	0.22779196904959106	0.1736562349075634	nan	2.5739205542326675	0.6549299181254638
9322	X46	Y22	0.2283277793185812	0.17345934575233943	nan	2.5770629719930156	0.6549299181254638
352	X1	Y52	0.22860804355580036	0.17518171834963134	nan	2.577317289242394	0.6549299181254638
7773	X38	Y73	0.22940200594293778	0.17306556744189142	nan	2.583355922780831	0.6549299181254638
3565	X17	Y65	0.22949511601659692	0.17303149606299212	nan	2.5814973680157136	0.6549299181254638
4970	X24	Y70	0.22949511601659692	0.17303149606299212	nan	2.5785968091752465	0.6549299181254638
6768	X33	Y68	0.22949511601659692	0.17303149606299212	nan	2.5757027611290337	0.6549299181254638
7140	X35	Y40	0.22980573722993133	0.17291790057547343	nan	2.576297502577706	0.6549299181254638
16593	X82	Y93	0.22994042301271278	0.17286867828666744	nan	2.5749207504223155	0.6549299181254638
17399	X86	Y99	0.22994042301271278	0.17286867828666744	nan	2.5720405258692707	0.6549299181254638
140	X0	Y40	0.2304797097261556	0.17267178913144343	nan	2.5751922874430795	0.6549299181254638
17389	X86	Y89	0.23092659495558945	0.17250887513659552	nan	2.5773057472722036	0.6549299181254638
773	X3	Y73	0.23129027114462453	0.17237645539860744	nan	2.5784868577996045	0.6549299181254638
4539	X22	Y39	0.2315212761664554	0.1722924175093484	nan	2.5781879305841358	0.6549299181254638
7745	X38	Y45	0.2316541792740525	0.17224409448818898	nan	2.5767984346390715	0.6549299181254638
5347	X26	Y47	0.2319672351420274	0.17213034395457746	nan	2.5774137238003045	0.6549299181254638
4555	X22	Y55	0.23305320838654967	0.17173656564412945	nan	2.586606086421195	0.6549299181254638
4573	X22	Y73	0.23305320838654967	0.17173656564412945	nan	2.583738452179043	0.6549299181254638
19567	X97	Y67	0.2334613470706316	0.17158889877771147	nan	2.5853969775263743	0.6549299181254638
1770	X8	Y70	0.2335547828917445	0.17155511811023622	nan	2.583570607209563	0.6549299181254638
1771	X8	Y71	0.2335547828917445	0.17155511811023622	nan	2.5807158330579503	0.6549299181254638
15350	X76	Y50	0.2335547828917445	0.17155511811023622	nan	2.5778673608360316	0.6549299181254638
348	X1	Y48	0.23375923422010947	0.17328733767059687	nan	2.5772793188545697	0.6549299181254638
2358	X11	Y58	0.2338271689482918	0.17145669291338583	nan	2.5751890853336104	0.6549299181254638
9325	X46	Y25	0.2338271689482918	0.17145669291338583	nan	2.572356094040614	0.6549299181254638
370	X1	Y70	0.234085184823052	0.17316843591486691	nan	2.5723646683851866	0.6549299181254638
554	X2	Y54	0.23414266812586051	0.17134278733368147	nan	2.570171988209226	0.6549299181254638
9795	X48	Y95	0.2344155781397996	-0.17124434275606948	nan	2.5703462515328908	0.6549299181254638
1740	X8	Y40	0.23455211493717681	0.17119512046726348	nan	2.5690264505714873	0.6549299181254638
19117	X95	Y17	0.23482535213852407	-0.17109667588965147	nan	2.569205165629366	0.6549299181254638
3754	X18	Y54	0.23523561703404974	0.17094900902323348	nan	2.570881060481418	0.6549299181254638
10317	X51	Y17	0.23523561703404974	0.17094900902323348	nan	2.568074421769102	0.6549299181254638
17579	X87	Y79	0.23527886897338204	0.17093345161936632	nan	2.5657455722288116	0.6549299181254638
754	X3	Y54	0.23564637296445673	0.1708013421568155	nan	2.566953953861184	0.6549299181254638
15954	X79	Y54	0.23564637296445673	0.1708013421568155	nan	2.564160750429344	0.6549299181254638
6742	X33	Y42	0.23592048311635685	0.17070289757920348	nan	2.564353077351705	0.6549299181254638
2700	X13	Y0	0.23599947275270736	-0.17247241341952846	nan	2.562426414253066	0.6549299181254638
1570	X7	Y70	0.236014106685519	0.1706692913385827	nan	2.559805929344024	0.6549299181254638
2971	X14	Y71	0.236014106685519	0.1706692913385827	nan	2.5570325751410508	0.6549299181254638
5346	X26	Y46	0.236014106685519	0.1706692913385827	nan	2.554265223869253	0.6549299181254638
6168	X30	Y68	0.236014106685519	0.1706692913385827	nan	2.551503856059665	0.6549299181254638
5569	X27	Y69	0.23633205774278676	0.1705552307127855	nan	2.5521820490581724	0.6549299181254638
6754	X33	Y54	0.23633205774278676	0.1705552307127855	nan	2.5494288861142045	0.6549299181254638
19379	X96	Y79	0.23637566404466007	0.17053959574005903	nan	2.5471515522053885	0.6549299181254638
17169	X85	Y69	0.23674412376818812	0.1704075638463675	nan	2.548375928613435	0.6549299181254638
4342	X21	Y42	0.2370191075179117	0.1703091192687555	nan	2.54859255395604	0.6549299181254638
11183	X55	Y83	0.2371128126571209	-0.1702755905511811	nan	2.546861575264457	0.6549299181254638
5752	X28	Y52	0.23743199284114636	0.17016145240233752	nan	2.5475535712569353	0.6549299181254638
369	X1	Y69	0.237445035155261	0.17194937350013642	nan	2.544962863400439	0.6549299181254638
16779	X83	Y79	0.23747595498434526	0.17014573986075174	nan	2.5425691111814266	0.6549299181254638
19179	X95	Y79	0.23747595498434526	0.17014573986075174	nan	2.5398497859288263	0.6549299181254638
15780	X78	Y80	0.23756973055499692	0.1701122301135315	nan	2.538138146955095	0.6549299181254638
17995	X89	Y95	0.23756973055499692	0.1701122301135315	nan	2.5354293549092524	0.6549299181254638
18181	X90	Y81	0.23756973055499692	0.1701122301135315	nan	2.5327263385394128	0.6549299181254638
19981	X99	Y81	0.23756973055499692	0.1701122301135315	nan	2.5300290793929388	0.6549299181254638
2166	X10	Y66	0.23802741220217538	0.1699488119210981	nan	2.5322065127891	0.6549299181254638
3567	X17	Y67	0.2381212279055541	0.16991534095830751	nan	2.5305125175935608	0.6549299181254638
4361	X21	Y61	0.2381212279055541	0.16991534095830751	nan	2.527826198572761	0.6549299181254638
17158	X85	Y58	0.23821501345455165	0.16988188976377952	nan	2.5261401214692647	0.6549299181254638
17172	X85	Y72	0.23821501345455165	0.16988188976377952	nan	2.523464125577878	0.6549299181254638
6567	X32	Y67	0.23922684679877565	0.16952156264785953	nan	2.531501024325668	0.6549299181254638
7760	X38	Y60	0.23922684679877565	0.16952156264785953	nan	2.528825019014542	0.6549299181254638
3944	X19	Y44	0.23954843178547108	0.16940726008705057	nan	2.5295504940387654	0.6549299181254638
15117	X75	Y17	0.24033596667402052	0.16912778433741152	nan	2.5351895218778537	0.6549299181254638
3172	X15	Y72	0.24042990954127744	0.16909448818897638	nan	2.5335080035961797	0.6549299181254638
3770	X18	Y70	0.24042990954127744	0.16909448818897638	nan	2.5308411530660786	0.6549299181254638
6771	X33	Y71	0.24042990954127744	0.16909448818897638	nan	2.5281799110544423	0.6549299181254638
6945	X34	Y45	0.24042990954127744	0.16909448818897638	nan	2.525524259887368	0.6549299181254638
5544	X27	Y44	0.24065878737967047	0.16901340420774327	nan	2.5252758381917153	0.6549299181254638
17956	X89	Y56	0.24144858996451654	0.16873400602696353	nan	2.5309076516196702	0.6549299181254638
19956	X99	Y56	0.24144858996451654	0.16873400602696353	nan	2.5282574865394403	0.6549299181254638
11383	X56	Y83	0.24154260973002345	-0.1687007874015748	nan	2.5265963360881116	0.6549299181254638
11395	X56	Y95	0.24172729347678865	-0.16863556144935155	nan	2.525886034240216	0.6549299181254638
15947	X79	Y47	0.24186672741185436	0.16858633916054555	nan	2.5247048790381457	0.6549299181254638
18780	X93	Y80	0.24200621613900813	0.16853711687173956	nan	2.523526758488093	0.6549299181254638
16586	X82	Y86	0.24210027391119376	0.16850393700787403	nan	2.5218778532416013	0.6549299181254638
16791	X83	Y91	0.24210027391119376	0.16850393700787403	nan	2.5192536307096125	0.6549299181254638
17378	X86	Y78	0.24210027391119376	0.16850393700787403	nan	2.516634863941723	0.6549299181254638
17585	X87	Y85	0.24210027391119376	0.16850393700787403	nan	2.5140215359417835	0.6549299181254638
17983	X89	Y83	0.24210027391119376	0.16850393700787403	nan	2.5114136297841676	0.6549299181254638
18197	X90	Y97	0.24210027391119376	0.16850393700787403	nan	2.5088111286134067	0.6549299181254638
18397	X91	Y97	0.24210027391119376	0.16850393700787403	nan	2.5062140156438275	0.6549299181254638
18578	X92	Y78	0.24210027391119376	0.16850393700787403	nan	2.503622274159191	0.6549299181254638
18597	X92	Y97	0.24210027391119376	0.16850393700787403	nan	2.501035887512332	0.6549299181254638
19788	X98	Y88	0.24210027391119376	0.16850393700787403	nan	2.4984548391248063	0.6549299181254638
15390	X76	Y90	0.242145759662838	-0.16848789458293356	nan	2.4963480377612166	0.6549299181254638
16967	X84	Y67	0.24228535798792125	0.16843867229412754	nan	2.4952148093503737	0.6549299181254638
353	X1	Y53	0.24243172026886073	0.17016158552528368	nan	2.494153500708444	0.6549299181254638
2740	X13	Y40	0.24331418468453336	0.16984782722376196	nan	2.5006596576005484	0.6549299181254638
3144	X15	Y44	0.24401089660041694	0.16783183656982137	nan	2.50524534497348	0.6549299181254638
4552	X22	Y52	0.24410512519130506	0.16779878253964955	nan	2.503642309654411	0.6549299181254638
4955	X24	Y55	0.24410512519130506	0.16779878253964955	nan	2.501077102369929	0.6549299181254638
12995	X64	Y95	0.24438591209447083	-0.16770033796203757	nan	2.5013911166271323	0.6549299181254638
14350	X71	Y50	0.24462061298589702	0.16761811023622047	nan	2.501233261614489	0.6549299181254638
3961	X19	Y61	0.24480750400795795	0.16755267109561958	nan	2.5005873749536054	0.6549299181254638
5576	X27	Y76	0.24480750400795795	0.16755267109561958	nan	2.4980357551832446	0.6549299181254638
145	X0	Y45	0.2449017473637817	0.1675196850393701	nan	2.496450024095634	0.6549299181254638
2377	X11	Y77	0.2449017473637817	0.1675196850393701	nan	2.4939078142951296	0.6549299181254638
17139	X85	Y39	0.24505274884344422	0.16746685108582277	nan	2.4929069058336135	0.6549299181254638
3344	X16	Y44	0.24513528826976672	0.16743798069051408	nan	2.491212279164296	0.6549299181254638
18589	X92	Y89	0.24527608431344208	0.16738874870560067	nan	2.4901125311009347	0.6549299181254638
2355	X11	Y55	0.24565216987940286	0.1672573373627836	nan	2.491401317235323	0.6549299181254638
9333	X46	Y33	0.24593416442144658	0.1671588927851716	nan	2.4917341886671385	0.6549299181254638
2767	X13	Y67	0.24617122905408004	0.16883728597975373	nan	2.4916116301020246	0.6549299181254638
4173	X20	Y73	0.24624546783071535	0.1688111339837841	nan	2.489842950765575	0.6549299181254638
3153	X15	Y53	0.24635756815113385	0.1670112259187536	nan	2.4884602843548875	0.6549299181254638
16389	X81	Y89	0.24640443022837868	0.16699489282629337	nan	2.4864221011945373	0.6549299181254638
16799	X83	Y99	0.24649881258920414	0.1669620036299476	nan	2.484867062391171	0.6549299181254638
967	X4	Y67	0.24691430011638885	0.1685757660200577	nan	2.486548843065346	0.6549299181254638
4994	X24	Y94	0.24706433976213532	-0.16676511447472359	nan	2.4855567380496515	0.6549299181254638
3365	X16	Y65	0.2471587262074537	0.16673228346456692	nan	2.4840072985673736	0.6549299181254638
3749	X18	Y49	0.2471587262074537	0.16673228346456692	nan	2.48151331533588	0.6549299181254638
4946	X24	Y46	0.2471587262074537	0.16673228346456692	nan	2.4790243350797763	0.6549299181254638
6341	X31	Y41	0.2471587262074537	0.16673228346456692	nan	2.4765403427600567	0.6549299181254638
6377	X31	Y77	0.2471587262074537	0.16673228346456692	nan	2.4740613233979345	0.6549299181254638
6577	X32	Y77	0.2471587262074537	0.16673228346456692	nan	2.4715872620745367	0.6549299181254638
17313	X86	Y13	0.2471587262074537	0.16673228346456692	nan	2.469118143930606	0.6549299181254638
1967	X9	Y67	0.24748906215145358	0.1666174476083056	nan	2.469950720074387	0.6549299181254638
18389	X91	Y89	0.24753629336508973	0.16660103694698608	nan	2.467959056481453	0.6549299181254638
17367	X86	Y67	0.24791427924591128	0.1664697807418876	nan	2.4692657295409486	0.6549299181254638
5773	X28	Y73	0.24819803220040043	0.1663713361642756	nan	2.4696321611980143	0.6549299181254638
9383	X46	Y83	0.24829248838425202	-0.16633858267716536	nan	2.468116186722187	0.6549299181254638
10983	X54	Y83	0.24829248838425202	-0.16633858267716536	nan	2.465665227251758	0.6549299181254638
11991	X59	Y91	0.24829248838425202	-0.16633858267716536	nan	2.463219130796151	0.6549299181254638
11996	X59	Y96	0.24829248838425202	-0.16633858267716536	nan	2.460777882896452	0.6549299181254638
11997	X59	Y97	0.24829248838425202	-0.16633858267716536	nan	2.45834146915101	0.6549299181254638
14983	X74	Y83	0.24829248838425202	-0.16633858267716536	nan	2.4559098752151534	0.6549299181254638
15725	X78	Y25	0.24829248838425202	-0.16633858267716536	nan	2.453483086800909	0.6549299181254638
16525	X82	Y25	0.24829248838425202	-0.16633858267716536	nan	2.4510610896767226	0.6549299181254638
1362	X6	Y62	0.24843072913465122	0.16804371699001203	nan	2.4500071906770335	0.6549299181254638
158	X0	Y58	0.24942976857385205	0.16594488188976378	nan	2.4574361435847494	0.6549299181254638
15965	X79	Y65	0.24942976857385205	0.16594488188976378	nan	2.4550174072229534	0.6549299181254638
2773	X13	Y73	0.24960193608406353	0.167634294165152	nan	2.4542963233437907	0.6549299181254638
5755	X28	Y55	0.24976260596148167	0.1658298909874096	nan	2.4534637127846923	0.6549299181254638
17173	X85	Y73	0.24976260596148167	0.1658298909874096	nan	2.451055995696582	0.6549299181254638
19993	X99	Y93	0.2499051700541649	0.1657806686986036	nan	2.4500506868055383	0.6549299181254638
7347	X36	Y47	0.2501904633528448	0.16568222412099162	nan	2.4504452825939746	0.6549299181254638
9579	X47	Y79	0.2502385771754704	-0.16566562923363126	nan	2.448518367666051	0.6549299181254638
1140	X5	Y40	0.2504759768290388	0.16558377954337963	nan	2.4484455213004774	0.6549299181254638
18117	X90	Y17	0.2504759768290388	-0.16558377954337963	nan	2.4460544612210824	0.6549299181254638
4160	X20	Y60	0.2507276004814653	0.16724201422560797	nan	2.4461229315264905	0.6549299181254638
3739	X18	Y39	0.2511562996134075	0.16534951071631662	nan	2.447917150228143	0.6549299181254638
6755	X33	Y55	0.25162023313754567	0.16519000123293165	nan	2.4500509555749335	0.6549299181254638
17179	X85	Y79	0.25209896052476044	0.1650256134297569	nan	2.4523245187233504	0.6549299181254638
300	X1	Y0	0.25246027018195516	-0.16664051831830712	nan	2.453452577084112	0.6549299181254638
5742	X28	Y42	0.2524807387618089	0.16489466750009565	nan	2.4512693083670767	0.6549299181254638
5142	X25	Y42	0.2526868644386088	0.1665620623303983	nan	2.4508910226829177	0.6549299181254638
